UUID	CS
340984fa-507b-4aa6-b59c-cce1dcee339f	F
3419e2ce-de18-4727-868a-b239c379b3bb	F
34585f24-1ffe-4744-8734-7d563c918d18	F
34877684-bbd1-45f2-a205-8f1cc9ad58d7	F
34ca940f-facb-4039-9ac0-111dad7fd9cc	F
34fbcf59-d9bb-47e7-9672-99e13ea8c736	F
358fa28d-3344-4372-826b-2416f47f1118	F
3629a5cd-06f8-45ad-94ca-a8991d8784da	F
3697fec6-b46c-4976-a7c2-417188574dcf	T
36b77d42-895c-4192-8872-8f234d58071a	F
37867d84-1143-4378-ac6f-95e5e19650e9	T
38012fb6-c779-4ef8-8b02-3f458709b5a0	F
38b4c89f-584c-41bb-bd8f-cd1def33e92f	T
38f97143-922d-4ec0-a6e5-75e51a77890a	T
3924362e-fa83-4a62-a5e2-6f764c872555	F
3945e97d-a88a-4e91-ab4e-931b53f91792	F
397b0ae4-460e-4680-9625-73ab82f99ac1	F
3b74ac9f-b90b-4113-969f-a489a5aa11fc	T
3b823447-b6b3-4424-80ae-643e877a1c8d	T
3cf84bf6-5a7b-4abe-89ef-b16eaef2fa3c	T
3d777576-eec6-44a0-ae80-012cf5f84e82	F
3dd1a517-73a9-40db-ae9e-b0e8ad342a22	F
3eb94dd5-c5d2-4a55-947c-7a4d3535ced8	T
3f0bfe27-b8d7-459e-8b83-1abc57aa669c	T
3fb7ddd8-07c0-490d-a0f1-32b5dec8d583	F
4002a223-2daf-43e4-ab43-10b2ccfa5988	F
40126b48-3511-4fbb-aa79-7d039779c387	F
4085b735-e486-400f-baaa-4dfcbec0aab3	F
41754ccf-f293-4183-b0fe-5efbdffe597c	F
42319b8f-9b9d-448d-969f-656792a69176	T
424c2bbf-e40b-46e6-a19e-69235d7d29b3	F
432b3389-4758-4b14-bae1-617e4463cd73	T
43460666-2eb6-4b2f-9819-0259534a32c3	F
4392dba3-3e44-42aa-8878-19d7b9819bdf	F
4496b1b1-1ea9-4eef-bcca-90adc41038df	F
44fb5823-c1f5-4ac7-8e06-795a09a138f2	F
458acc40-a815-4fa3-859b-66c84e324907	F
474ee54a-9eae-4b67-b79b-d8fc2d9ec884	F
4764db32-05c6-4ac3-a648-670db5de9d37	T
4792ce42-563a-40a5-b961-fcd7efa64ba0	F
480d9ab0-c682-4cd6-ba78-38cf9ef91087	F
4813e9b0-8d4b-41d1-b101-05ece4eb4776	F
48249f10-4b89-4b56-a1d8-83a6297bd0c7	F
48d5602a-fbea-417a-b5d3-46073a08efda	F
48f1c160-e87d-4c0c-89ca-1fde7a758378	F
48f54e74-d525-4fad-b482-a32316d79ccb	F
4a3421d3-e83f-4d30-b0b9-6658c9f047b6	F
4a53a180-f0c8-4dd8-a1fb-18768668edc9	F
4b3ec18d-2b2e-490b-a92d-1a4088065712	F
4bce5a53-c1d9-4e06-a773-cfd18ccd198f	F
4bf1cca8-832c-4891-9e17-7e7a65b7cc81	F
4c39bca8-5d52-4efa-9bb0-72cf38456bfc	F
4e19e2b8-9934-4b5a-a51f-62df5a9802e7	F
4e302fbd-7437-4f2a-ae19-2525f090a4e7	F
4ea0d3ad-eab4-4c2c-87b4-8247eae6cec5	T
4eb871a4-6dc4-4db6-abf2-3ab553a41008	T
4ec9e37d-1af5-4dc2-9c2f-97fcf5f22867	F
4fa7b334-ce0d-4e88-aaae-2e0c138d049e	T
4fac6de9-a3ae-4334-809c-89d7a56e0d06	T
5024b47d-c401-4543-9780-8890ae6d1e13	T
50320846-bf5b-4e62-a5ff-17687f448089	F
50c9509d-22c7-4a22-a47d-8c48425ef4a7	T
514d5f6a-d6ce-4e4a-9097-c014d06f11c9	F
516bb920-2e4c-11de-909a-b8a03c50a862	T
51e25910-c7b5-11de-b279-e8b0507c4765	T
51ffcd3a-f71f-491e-b75a-505657c3770e	F
52855660-ce87-4312-9538-fefde37134b6	F
52f2051b-c47e-403a-8e32-04b2f2273c20	T
53334055-d64e-48cd-8c83-2295d3891782	F
550f8727-56d8-4feb-ae98-d8db0ead73bd	F
555dfae5-6a38-4db5-ac80-58d9b5626e29	T
560539d5-7f71-4fd8-998b-ba5b16a55568	F
576c0061-40a6-46fa-8f95-a425eef87893	T
57fa062c-ac30-4f3f-a8ec-9d210e913415	F
58f732a6-b36e-4d86-bb67-22fe034ba196	F
59825263-9f89-43a9-8f22-c22a6a53b8fc	F
59997fb4-d940-4305-90b4-6dee190260bd	F
5a1b62b2-4a1f-4404-b481-87836564d4a5	T
5b7e2ecf-162e-4458-a92c-04d706ace8e9	F
5ba69a5d-a3f6-4e4e-bbf6-52ebf7dc47b3	T
5c88c333-373d-46bb-8e22-5a2f50913ed0	F
5e610094-df1e-4073-85cb-260091509e1e	F
5e848873-567f-42dd-8a29-88056b9b33a4	F
5ee22017-b870-4d04-95c6-13e335b7f032	T
5ee9e28d-9bf8-480a-8d5f-14e0e5653cf8	F
5f83f1a9-05dd-41df-96fd-743d6f50c111	T
5fb59b97-5ae7-473a-bb66-c4da8703700f	F
5ff00d49-e775-4545-b641-12eb24251201	F
6026ed0c-3113-4d31-9c85-a6468f09f699	F
6043b710-f1a6-48bb-a473-8b32b1e43408	F
606a9bcd-3896-4ff2-9c46-ed24fea6777a	F
609f3aaf-8aaa-4cdc-9f44-369702e1bc01	F
6183f1f7-0513-4587-bee6-cad11e23002d	F
61fff8d5-8888-48cc-a497-fde1363cf718	F
6242ca69-c65e-4723-b629-9aeb05b51c88	F
626621b4-bf3f-4568-b1ce-e2e5f619bdbb	F
626fca6f-8590-478b-a662-b9c82afad2b5	T
63d72e90-c7b8-11de-b279-ef4016664769	F
64ac1450-3abe-4a48-a49c-07f1347740c1	F
64ec1ba4-08d4-46ef-b40a-68965728e182	T
6555005d-4594-4a3e-be33-c70e587b63d7	F
65c84b10-5074-4bf9-a759-0d524dd449fe	F
669ecb52-bfbe-4220-99c7-bafc643df32e	T
66ca4356-bdef-4de4-b5d0-c1b6d69b7fff	T
66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	T
6770737f-ae99-4b5c-8adf-71b0706daf73	F
67e2335c-4303-4ee3-9bfe-ecfe65662629	T
68705ca0-5e04-4518-aec3-d6829d003570	T
6899818d-a6f5-4a18-81d2-047d84ee28b8	F
68998c38-2d26-48b4-af53-d64dc4f7dee2	F
6943fd00-8381-4dd8-a39a-3ba9851e92a2	F
6944b893-6194-4bb6-b2bf-7dc3600cd3ef	F
6965d9f1-b8ae-46c9-8859-3189fbc1dd14	F
69fe6f86-b594-4521-8ae1-4b1d4b7ed620	T
6ac3f774-d9fb-4796-b3e9-92bf6c81c084	T
6b58525c-da6e-4d0a-a3fd-457efa65984b	F
6d5fced1-6e85-4d9e-88f4-e1459772d2fd	T
6df4cdef-c55d-4a03-9055-3cbadcdd05aa	T
6e09f9dc-0bf2-4c20-8ff6-bd898bbc4831	T
6ec0db76-23c5-44b5-80f8-ad7e2aa17773	F
6ec63232-a552-4c8d-9932-5caecefdace4	T
6ef46ac2-8d5d-4a5b-a4f8-ea055d0e745d	F
6f40c8ec-2b95-47d5-9064-eda6a8ddf3fb	F
6fea96d6-e47f-4cd5-abcd-08235a8e26d7	F
70f6c067-ea99-4acc-9fd0-ae4c53dffcc0	T
711d6639-7d82-4282-aac5-c901ac280d75	T
7162b803-bde2-4196-9383-263ba6dc9ad3	F
723c4647-5916-4575-a9bb-a0ea15852f8d	T
72414bd9-69dc-461c-8034-b7d895eccf63	F
7351fca8-d39b-4af5-b23f-fdcd8da0120e	F
73c32d08-e30f-476b-8d65-e661a9df0c3c	T
73d4365a-8868-4d84-a6fd-51098b968170	T
7445a910-faa2-4f43-b650-d2f055bfb0d7	F
76525e81-9210-401d-a90d-5509f771c0e7	F
76cc7230-76b6-4763-9caf-22626b29c0a6	T
784c0a48-dbf9-41b6-a5ed-06f69cc12491	F
78ba4493-432d-4458-8696-7901cbe5e113	T
78d49398-9309-4c93-8ebf-9e16e4ffbd5b	T
7998a4ff-a9f3-46b0-a291-55fe832b6522	F
7a01619e-0e49-49fa-afcf-5a95428f0458	F
7a2e6fb2-8e8c-436e-a1fb-520fcf20deab	F
7b384b30-7ced-4784-9fc1-1a8e21fa0a01	F
7b9521ef-988f-45eb-9c89-b8528a7debc1	T
7ba26ff7-d8cb-4d95-912c-38cd8223c983	F
7bc261a0-c7b8-11de-b279-bb42b9ac878e	T
7c44411b-0296-4634-9538-0ae43b10a38a	T
7d0795c4-a685-4ab1-9fd6-71737a87fe8c	F
7dc0d8a3-57da-4090-a959-69a0aad10285	F
7dcd2156-75af-4772-bf1b-db606d534977	F
7e3daff4-428b-4951-8313-d7fb63831df9	F
7ec7c087-c3d7-48b7-98e7-8020ca203577	F
7f1dc982-02f3-4ae7-8fe8-d2cf6d079ccd	F
7f513bfc-f762-11e1-a439-00145eb45e9a	T
7fc558b6-19e3-4952-abba-cb8f5f422376	F
7fe3eb5c-42bd-49d7-a30b-82c353ef6575	F
7ff7a20f-f3b8-4a25-9057-069ae3417c49	T
80493a5a-d8d8-4ddc-a38a-d32c5bbabc5f	F
80576d53-992a-41f3-a3e3-dfd0fa0242ee	T
806df471-8b78-4166-a186-ba07c7c957ec	T
80739819-f715-4bc6-9075-d3d9574561e9	F
820177a0-2e4c-11de-909a-b8a03c50a862	T
827a08ae-f762-11e1-a439-00145eb45e9a	T
82ab0954-f762-11e1-a439-00145eb45e9a	T
82cb293c-f762-11e1-a439-00145eb45e9a	T
82d21102-f762-11e1-a439-00145eb45e9a	F
82d32d8a-f762-11e1-a439-00145eb45e9a	F
8325e0d4-f762-11e1-a439-00145eb45e9a	T
8442816f-cf5f-4c21-9d3d-5c368b4006d8	T
84606c08-f762-11e1-a439-00145eb45e9a	T
846296d6-f762-11e1-a439-00145eb45e9a	T
84a649ce-ff81-420d-9c41-aa1de59e3766	T
84cca7ba-f762-11e1-a439-00145eb45e9a	T
84d26682-f762-11e1-a439-00145eb45e9a	T
852fd378-2356-4b27-be1b-e7c05aa3ed36	F
85e79b82-f762-11e1-a439-00145eb45e9a	T
85eb6fc8-8e95-4621-9fe0-661d483ac614	T
85f86f01-b572-467e-98c4-6ca2027be5f0	T
8600a36d-b72d-4612-bfa0-b32aa08e424d	F
864eb98e-f762-11e1-a439-00145eb45e9a	T
867b3fb8-f762-11e1-a439-00145eb45e9a	T
8795ab31-79ae-4a9c-b285-0b76e5c09b9e	F
87b6acb8-4db2-4769-93ca-e086040dfe14	T
8806aad1-215d-47bb-868b-02ea8fbffde4	F
884cb99c-95a0-4dac-94dd-d57dc509c560	T
885a0b69-3f54-4d79-aabf-cc68df89533d	F
88cc32da-a6c3-4a54-9a8d-ffbc3f749706	F
892362cc-9d86-492d-9fc8-c06541bd8714	F
8a309be4-939e-4874-a6ba-6ebee4ebeaac	T
8a397061-e613-46a8-bcbd-52195a7695b4	F
8ac24ec8-1e7b-40a9-a5b4-c8e3037a3431	F
8afb033d-f4dc-4a7a-86ad-953cf62d2870	F
8b708d1a-3021-4cfd-aa17-f9696317292b	T
8b97e0ae-c803-4d24-8098-74874113c344	F
8bad411c-c00d-415f-a11c-3e004fd15656	F
8c3e7db0-5c1a-49df-af56-9cb84d8511ff	F
8e4e5830-2f87-47d7-a265-3411f172a640	F
8ea4250e-0ff0-44f8-812e-bffc3b9ba2a4	F
8ec254cc-7da8-4055-b3f0-ded781a43522	F
8fe7fc31-775f-444b-b49e-2d59f62400e3	F
8feb9acd-cd5e-4ea8-9e60-da1a585a7d53	F
9223ae40-6d6f-458f-83f8-8d58300f5ebf	F
93f5be1b-c517-4a76-8cbe-6e81a5dd4f85	T
94d8f41f-7204-4a89-82ae-e337710dd543	T
95db4db8-f762-11e1-a439-00145eb45e9a	T
95f572da-a3a9-4706-bccb-03521079a520	T
96c6e82c-f762-11e1-a439-00145eb45e9a	T
96d36be8-f65b-4bce-ac40-05ad8cadc9a1	F
97e0aad8-f746-4925-be9f-c9961ec8d3f2	F
97fdda72-823d-4109-b9d0-1e3d62e567c2	F
981e18cc-84bd-40e1-8f92-33b7330b3260	F
98e0629a-678b-4bec-98ef-fb097262bf18	T
9a0983a1-55dc-4492-bd6c-4085a36dcddc	F
9a10be01-3d0c-4f6e-9811-0627bd7a210d	F
9ac8503c-5163-4910-a4e4-c17887995c59	F
9af2981b-cc16-4c0c-86ae-ce04c279dbc6	F
9b5720a2-99f7-4e29-86c8-c028e67a86f2	F
9cbcf2b3-448f-48ce-9510-39e25c6234a8	T
9cc95cb1-d97a-4c35-9d0e-5de8a6e2f134	T
9ce80b03-2e8d-4c69-b842-2702ef5aae59	F
9db7cf84-85b0-4fe9-b3a3-2bf622ad4fcc	T
9dbb55ce-0b38-4468-9172-40c8481edd2a	T
9e77576d-8547-44ea-932d-ff4eeda93c60	F
9f113fae-1666-4bdc-99af-4d0c94beb936	F
9f1c80ed-aa0f-4c7c-8679-6a31467d8fe4	T
a0998d3b-4a7f-4add-8044-299092d9c63f	F
a17b720f-8e07-47a8-903f-361d4a348199	F
a1bd8c5d-cfb3-4d55-943a-cebcd6c32be6	T
a1d63dd1-5456-450c-afc8-25a62ffec50e	F
a1e87da3-fe4b-44a3-a1d4-23923aab526d	F
a3d5f6ba-034e-4167-bd8a-1fb80018ae61	T
a416dc00-2e4b-11de-9099-b8a03c50a862	T
a451e2eb-f70f-49c4-b1ca-fe78e65bacbe	F
a48c2e76-4984-4540-9bf6-f4d579ed7d99	F
a4c3fc76-dafa-4348-9a0f-2efd8b33c2f5	F
a5e2a5e4-c8c7-47f5-9f8a-1b7716dc3cd2	F
a621b3ba-8415-41f2-a4af-7ec9511ae868	F
a72ac6ef-6f55-4b17-a1d1-b213d5bb8977	F
a7c1e188-5a04-47fb-8fe1-6a3bcbb1b98c	F
a814f323-ccc0-44b7-b188-4c155867deb7	F
a8702089-c388-42ea-aea8-8c0c1ba19193	T
a8742f30-c7b8-11de-b279-ebdd43e85d4a	T
a8d08280-1def-11de-be11-b8a03c50a862	T
aaebba56-769a-4564-9b66-a7f4b566e25b	T
aafc612c-53f0-4b74-ac06-5c5b96fcb342	F
ab2684cf-62e5-4f87-b57b-6cd68b048606	F
abd43557-5afd-448a-86cb-8502b368d51b	F
abf09c39-7e71-4d6c-9787-052c2d3e2842	F
ac1a6843-ac40-4073-bfb1-8ffaa4b73b66	T
ac4b4e0a-3ed5-4162-a040-1315e173f7e7	F
ac9ccbe6-263f-41a8-a865-7979712bb2b4	F
acb08fed-85f6-482e-a8a5-f04b253ddfb8	F
ad2e51d0-1e04-11de-be11-b8a03c50a862	T
ae1de9ab-5578-47ef-93ae-f9df824930d3	F
ae8278d8-b34c-43ad-80cd-127997c3dd68	F
aea541ad-d8fa-42df-b5ed-ac0f26c977a7	F
afa36eb1-34d3-4acf-bf5b-ace515ea0f74	F
b01bffc2-67b0-4441-806d-65c2cff690b5	F
b0b35c6e-54c2-4440-a3f3-5800edaf6458	F
b0dacaa0-6511-4d21-9d55-129bc400831d	T
b10b4c57-e186-4699-8e1c-0350c4993972	F
b124e1e0-4755-430f-9eab-894f25a9b59c	T
b2334c74-b73f-4cfb-b088-683119fa3c6e	F
b4e21aec-30ff-4867-8503-2bf8de3a4fe7	T
b52cb0c3-c024-46c4-b7b2-d635400ff6d1	F
b5345830-c7b8-11de-b279-99d156ba6477	T
b6242377-797c-4f9b-b60a-25626bceb089	F
b6ca9b0b-b6eb-46c5-b623-cd479a71e566	F
b70121ef-b7ea-4316-a05b-abdf30f5ca09	T
b76c7793-e18b-4825-9232-a20eff625cc2	F
b8bf1fd9-e2d3-444a-a0b3-bc02794d961d	F
baf21ac6-5381-47ca-822e-22cbecf600dc	F
bb72c976-72e6-4870-8fd1-0b2305e2b7c0	F
bbcdfbfc-d1d5-4ba1-a56f-bc4c96150a2f	F
bc1bc7d8-8f63-46ae-bdae-f34d8f3d3c75	T
bc3ddea6-79c3-4c77-a962-62e9cbeed61d	F
bc94931c-4197-42bd-9cac-32c09e3959f3	T
bd7a358b-f7af-416a-be49-c1e55a9fbf46	F
bd92e852-0fec-4679-82c2-b7e4ba66c48e	T
be2af664-2990-4153-99b5-d92bbd8cdb0e	T
be7ebcf3-6053-4e00-9c07-989cf2d56b2d	T
bf1feaf4-b23d-4529-9c47-ac6176c70afe	F
bf7d3b45-f000-499d-8dc6-e0d8f4c0d5e2	F
c0a19d95-471c-44d6-956c-df9b1db6995f	F
c10dfc42-db10-49e9-9b32-2fcaabbecb92	T
c1ae1c90-d21e-49d9-b5a8-6605c07c8364	F
c28743cc-fcaa-4e80-8c42-ece6a20dea70	F
c2e643bb-cf05-4089-b6fe-b3389b5d1c44	T
c35d6000-c7b8-11de-b279-9fe72ba677dc	T
c4a243a3-cc76-4e84-9f28-8a3c919bf0f4	F
c4d742af-8f18-4f71-90ea-91f1645b9b28	F
c5645d41-0978-4f99-89f5-317351335fef	T
c585e6fb-fd76-426e-ae01-a32dc9de5689	T
c67decad-0b17-4383-9f12-1a87f6a6a6ca	F
c6bbb6ef-ad16-4f3c-99e2-f693760173e0	T
c779b049-28f3-4daf-bbf4-0a40830819b6	T
c8378949-f3f6-48b8-99ec-b646807deb59	F
c84310f0-a629-47ff-96b5-51373acdfdcc	T
c847fb48-d604-4a6e-91c9-4df147f43e14	F
c8a26d4e-b5a5-4dd9-9fff-7cd31779be93	F
c93574ce-39ec-4d73-bd9b-61ab85ae6b7c	F
ca435754-9190-4a87-9b2c-c21563898294	T
cb1a521c-29f7-4751-8661-898d16d0caa6	F
cb6e66f1-3056-404d-a341-bb856762c57c	T
cb7c2913-e387-4fbe-9e57-a2f24ed3d88c	F
cbc9dc02-6315-4daf-add2-d132ace4662c	T
cbe4cdda-2045-415c-8968-039e389b7fc7	F
cc488b41-4e98-4dff-ae42-b44fa31bd442	F
cd309a69-421b-4317-a61e-483333be3cb9	F
cd67c18a-98e2-4b8b-ad07-358b02b7812c	F
ce2583cc-da9e-440f-8811-44a1f8230484	T
ce58b7bb-fed6-46b9-9424-135499c7afdf	F
ce6c8d6e-f929-4afc-b860-57f8e3ceb7d1	F
ceac3273-94ef-4793-9789-fb8154d43436	F
cfbc0f8c-e6c6-4634-b012-9bf20c22e50d	T
cff41e2c-4f25-4d30-93cc-bb61133e0937	F
d056f586-b5a0-494c-990b-854ddfe18f77	F
d0df772d-78f4-4602-acf2-7d768798f632	F
d114f791-b86a-4f26-9356-17b0645f41b3	F
d303d758-eb02-4d96-9a74-bbed85bf4a73	F
d3484430-8876-11dd-986c-b8a03c50a862	T
d435e038-1f0a-4007-9429-4e55e71428e7	T
d4b3cce1-4594-47bb-b1e2-1ace65458a11	F
d5314de0-8871-4edd-9853-55d77eb09c79	F
d546af34-1ce3-4ceb-a535-f88692357f2f	F
d59a4e92-9528-49a9-9b9e-ae776543339b	F
d59ae05c-bf84-44aa-9753-d4acf40a9bb1	F
d6cc1310-7aba-4c80-90ec-45cb395592cf	F
d7688dd5-9cd0-4de7-8873-e76b709ee082	F
d8144310-c7b8-11de-b279-97e3db606fab	T
d882e391-10f9-43f6-b0f9-29636396ba9e	F
d8d0c8e6-acc5-43cc-a694-1d69b610bc5b	F
d922b606-6c94-4d51-9277-36c9b03872a7	F
d986d84a-d0cb-4739-bb48-021457ef7317	F
da39fadf-94c9-4d9d-ba65-64750b58cfe7	F
db09684b-0fd1-431e-b5fa-4c1532fbdb14	T
db0a80b1-f4cc-4a48-a079-f293acb5a043	T
db3c013f-00d0-4146-be65-86e89cbf1436	F
db9efd51-4f8b-4e58-b2a8-875a151ee00e	F
dbf97ebc-f931-4b99-8b3b-6fb1375b21bb	F
dc9b4f81-f75e-44e8-bb19-845e665ccb81	F
dce0d7ca-50b5-4d61-9a0f-dad4b55fb94d	F
dd223a19-c7f6-4847-9422-614c6e8bc623	F
de8221ff-6110-46e3-aec4-b61133f5b38c	T
dedb8f2b-4641-44f2-bafb-057f9fe70ce0	F
dee8edc4-b19a-11e2-886d-00145eb45e9a	T
def80289-b974-48d3-8ff1-7e91c82b5bfd	F
dfb05b7b-e477-4d0f-861b-043df5e2fd7f	F
e1966d34-2144-4a07-a6d4-b246d6f047aa	F
e1e134b1-491d-457c-9ae1-319ca933574c	F
e21fcd92-b7a4-42fb-9541-af2e85d490dc	F
e27843f7-0ba7-4730-a70e-293b9bb84e17	F
e2929e2d-e162-4767-b53e-13d839d36d1a	T
e36d0997-2f51-4718-b684-16ec092ecd82	F
e381b970-9b62-4664-a249-6023b6fa8ef9	F
e4ed7202-d694-4912-ba7f-93a206a249c7	F
e5386a70-12e7-4dfe-a307-dbd547e167fb	F
e5464dc8-3361-476f-b415-d4a3a7dda8e7	F
e58a3de7-a22c-4fd6-92d9-119343547474	F
e61f1cc7-d7cd-4884-a4b8-b41de46d101c	F
e6c97f6e-e952-11e2-961f-00145eb45e9a	T
e728ed76-9424-48e9-8955-82b23ed91e46	F
e89f4cfd-5f73-4179-aefb-e33313d89212	F
e99c1b37-f7b7-4316-9749-fc9d4f3dfc0b	F
e9b412fa-98fc-4ec3-a0d4-c837eaf683ee	F
ebdc9eed-2673-43fc-a4e9-f80de9a68bcb	T
ec4038fb-cb53-4ddb-96a3-f1c395f97584	F
ed80a247-379f-4286-a348-63da32c9c047	F
ed923320-2e4b-11de-9099-b8a03c50a862	T
edf03db8-68cf-48ac-a545-15f89c88e113	F
ee3e4241-ae07-4e5d-9966-d432ec0cda79	F
eea3ca22-7cf1-42b8-9381-20defc2f109e	F
eeb765d6-8e53-40d7-abe0-bd6c1df83943	F
f0268e26-de5f-4ef9-b62f-1851e6a4370d	F
f090e47d-7e22-4b83-abae-293786ee320d	F
f0f8e840-1df9-11de-be11-b8a03c50a862	T
f187d1b1-12ba-4a6f-87cc-89537d3f768d	F
f1e99a55-3278-4279-bf54-68e8b84dfc1c	F
f273f6f6-5b88-4110-bd13-6996014e1e34	F
f2823a82-923b-43c6-ae62-dbfef95652c5	F
f38d87cb-8acc-491a-9a98-b7346eb331b0	F
f4c99a6b-4993-4bfb-acbc-952315842215	F
f4ecc84b-b746-48b2-81d7-119c35fa7cda	F
f5ff3e05-fdd3-4ef8-8c0b-490965019feb	F
f648085b-8e1c-4a79-bc8d-f45d36296564	T
f67d4560-51fa-4443-9ce3-acced5515eec	F
f74dfed8-d09b-4b18-8443-c20754410e16	F
f7598557-adb5-4827-9c28-8025da802dc4	F
f794b231-42de-4008-ba8e-809e01ee7785	T
f7c30fac-cf80-471f-8343-4ec5d8594661	F
f885c8c7-8312-4e4d-a9f4-7e5b30a0a2d1	F
f885d3e2-0310-43f5-a902-50dda62e6a68	F
f8ceb4e6-82ff-4325-afc8-eb5e64b5f842	F
f8f683a8-ab6c-4c4b-a6ec-53b23d5404d0	F
f933bc72-4600-4201-8454-c85cf0c48545	F
f99a4d39-ac4b-4c79-baa8-1f29c6e6916a	F
fade3e7a-82c5-4652-b482-03dbd1510b18	F
faf313a1-9ae4-43f4-bfc9-974281feac0e	T
fb7d56ee-11aa-454f-8542-89e2ce0fa976	T
fc5d68a6-b511-4ccf-bdeb-84c209a4c824	F
fd1a7c99-f7b8-4887-b36c-5bdbd13eae3b	T
