UUID	CS
51e25910-c7b5-11de-b279-e8b0507c4765	T
52f2051b-c47e-403a-8e32-04b2f2273c20	T
555dfae5-6a38-4db5-ac80-58d9b5626e29	T
576c0061-40a6-46fa-8f95-a425eef87893	T
5a1b62b2-4a1f-4404-b481-87836564d4a5	T
5ba69a5d-a3f6-4e4e-bbf6-52ebf7dc47b3	T
5ee22017-b870-4d04-95c6-13e335b7f032	T
5f83f1a9-05dd-41df-96fd-743d6f50c111	T
626fca6f-8590-478b-a662-b9c82afad2b5	T
64ec1ba4-08d4-46ef-b40a-68965728e182	T
669ecb52-bfbe-4220-99c7-bafc643df32e	T
66ca4356-bdef-4de4-b5d0-c1b6d69b7fff	T
66f6192f-6cc0-45fd-a2d1-e76f5ae3eab2	T
67e2335c-4303-4ee3-9bfe-ecfe65662629	T
68705ca0-5e04-4518-aec3-d6829d003570	T
69fe6f86-b594-4521-8ae1-4b1d4b7ed620	T
6ac3f774-d9fb-4796-b3e9-92bf6c81c084	T
6d5fced1-6e85-4d9e-88f4-e1459772d2fd	T
6df4cdef-c55d-4a03-9055-3cbadcdd05aa	T
6e09f9dc-0bf2-4c20-8ff6-bd898bbc4831	T
6ec63232-a552-4c8d-9932-5caecefdace4	T
70f6c067-ea99-4acc-9fd0-ae4c53dffcc0	T
711d6639-7d82-4282-aac5-c901ac280d75	T
723c4647-5916-4575-a9bb-a0ea15852f8d	T
73c32d08-e30f-476b-8d65-e661a9df0c3c	T
73d4365a-8868-4d84-a6fd-51098b968170	T
76cc7230-76b6-4763-9caf-22626b29c0a6	T
78ba4493-432d-4458-8696-7901cbe5e113	T
78d49398-9309-4c93-8ebf-9e16e4ffbd5b	T
7b9521ef-988f-45eb-9c89-b8528a7debc1	T
7bc261a0-c7b8-11de-b279-bb42b9ac878e	T
7c44411b-0296-4634-9538-0ae43b10a38a	T
7f513bfc-f762-11e1-a439-00145eb45e9a	T
7ff7a20f-f3b8-4a25-9057-069ae3417c49	T
80576d53-992a-41f3-a3e3-dfd0fa0242ee	T
806df471-8b78-4166-a186-ba07c7c957ec	T
820177a0-2e4c-11de-909a-b8a03c50a862	T
827a08ae-f762-11e1-a439-00145eb45e9a	T
82ab0954-f762-11e1-a439-00145eb45e9a	T
82cb293c-f762-11e1-a439-00145eb45e9a	T
8325e0d4-f762-11e1-a439-00145eb45e9a	T
8442816f-cf5f-4c21-9d3d-5c368b4006d8	T
84606c08-f762-11e1-a439-00145eb45e9a	T
846296d6-f762-11e1-a439-00145eb45e9a	T
84a649ce-ff81-420d-9c41-aa1de59e3766	T
84cca7ba-f762-11e1-a439-00145eb45e9a	T
84d26682-f762-11e1-a439-00145eb45e9a	T
85e79b82-f762-11e1-a439-00145eb45e9a	T
85eb6fc8-8e95-4621-9fe0-661d483ac614	T
85f86f01-b572-467e-98c4-6ca2027be5f0	T
864eb98e-f762-11e1-a439-00145eb45e9a	T
867b3fb8-f762-11e1-a439-00145eb45e9a	T
87b6acb8-4db2-4769-93ca-e086040dfe14	T
884cb99c-95a0-4dac-94dd-d57dc509c560	T
8a309be4-939e-4874-a6ba-6ebee4ebeaac	T
8b708d1a-3021-4cfd-aa17-f9696317292b	T
93f5be1b-c517-4a76-8cbe-6e81a5dd4f85	T
94d8f41f-7204-4a89-82ae-e337710dd543	T
95db4db8-f762-11e1-a439-00145eb45e9a	T
95f572da-a3a9-4706-bccb-03521079a520	T
96c6e82c-f762-11e1-a439-00145eb45e9a	T
98e0629a-678b-4bec-98ef-fb097262bf18	T
9cbcf2b3-448f-48ce-9510-39e25c6234a8	T
9cc95cb1-d97a-4c35-9d0e-5de8a6e2f134	T
9db7cf84-85b0-4fe9-b3a3-2bf622ad4fcc	T
9dbb55ce-0b38-4468-9172-40c8481edd2a	T
9f1c80ed-aa0f-4c7c-8679-6a31467d8fe4	T
a1bd8c5d-cfb3-4d55-943a-cebcd6c32be6	T
a3d5f6ba-034e-4167-bd8a-1fb80018ae61	T
a416dc00-2e4b-11de-9099-b8a03c50a862	T
a8702089-c388-42ea-aea8-8c0c1ba19193	T
a8742f30-c7b8-11de-b279-ebdd43e85d4a	T
a8d08280-1def-11de-be11-b8a03c50a862	T
aaebba56-769a-4564-9b66-a7f4b566e25b	T
ac1a6843-ac40-4073-bfb1-8ffaa4b73b66	T
ad2e51d0-1e04-11de-be11-b8a03c50a862	T
b0dacaa0-6511-4d21-9d55-129bc400831d	T
b124e1e0-4755-430f-9eab-894f25a9b59c	T
b4e21aec-30ff-4867-8503-2bf8de3a4fe7	T
b5345830-c7b8-11de-b279-99d156ba6477	T
b70121ef-b7ea-4316-a05b-abdf30f5ca09	T
bc1bc7d8-8f63-46ae-bdae-f34d8f3d3c75	T
bc94931c-4197-42bd-9cac-32c09e3959f3	T
bd92e852-0fec-4679-82c2-b7e4ba66c48e	T
be2af664-2990-4153-99b5-d92bbd8cdb0e	T
be7ebcf3-6053-4e00-9c07-989cf2d56b2d	T
c10dfc42-db10-49e9-9b32-2fcaabbecb92	T
c2e643bb-cf05-4089-b6fe-b3389b5d1c44	T
c35d6000-c7b8-11de-b279-9fe72ba677dc	T
c5645d41-0978-4f99-89f5-317351335fef	T
c585e6fb-fd76-426e-ae01-a32dc9de5689	T
c6bbb6ef-ad16-4f3c-99e2-f693760173e0	T
c779b049-28f3-4daf-bbf4-0a40830819b6	T
c84310f0-a629-47ff-96b5-51373acdfdcc	T
ca435754-9190-4a87-9b2c-c21563898294	T
cb6e66f1-3056-404d-a341-bb856762c57c	T
cbc9dc02-6315-4daf-add2-d132ace4662c	T
ce2583cc-da9e-440f-8811-44a1f8230484	T
cfbc0f8c-e6c6-4634-b012-9bf20c22e50d	T
d3484430-8876-11dd-986c-b8a03c50a862	T
d435e038-1f0a-4007-9429-4e55e71428e7	T
d8144310-c7b8-11de-b279-97e3db606fab	T
db09684b-0fd1-431e-b5fa-4c1532fbdb14	T
db0a80b1-f4cc-4a48-a079-f293acb5a043	T
de8221ff-6110-46e3-aec4-b61133f5b38c	T
dee8edc4-b19a-11e2-886d-00145eb45e9a	T
e2929e2d-e162-4767-b53e-13d839d36d1a	T
e6c97f6e-e952-11e2-961f-00145eb45e9a	T
ebdc9eed-2673-43fc-a4e9-f80de9a68bcb	T
ed923320-2e4b-11de-9099-b8a03c50a862	T
f0f8e840-1df9-11de-be11-b8a03c50a862	T
f648085b-8e1c-4a79-bc8d-f45d36296564	T
f794b231-42de-4008-ba8e-809e01ee7785	T
faf313a1-9ae4-43f4-bfc9-974281feac0e	T
fb7d56ee-11aa-454f-8542-89e2ce0fa976	T
fd1a7c99-f7b8-4887-b36c-5bdbd13eae3b	T
fdf097eb-1576-47dd-9b79-1943be6e75ed	T
fe95dd88-c8dc-4e09-804e-c36dd22de761	T
feb41318-374b-4ed6-b61e-0369993abedc	T
ffc8f6a2-0bb4-45c5-a978-9064a52c5e02	T
6378806e-388e-4293-b7f4-775548da77b3	T
f305217e-aed5-4b03-b0a1-7d69ff760d35	T
f240817c-23f3-4a8f-b32e-97833663fd4d	T
5c5e17e7-fbc1-4452-ac55-b8876e10e289	T
196e6026-9979-46fa-a260-95a91336d095	T
ce861efd-402f-4c10-a9fb-30ad0426bd15	T
54facf62-bf0c-43e7-9972-4fdc407fa6c5	T
ee74ecf1-7acf-4c5d-8dcb-43e09fae474c	T
a542665f-1b92-406e-8d92-072fcba576b2	T
bd8ee748-4ae8-4956-98d9-c1b8e8b2b9c9	T
77c3a178-a140-4a5d-87af-1f29e29f8330	T
d91b392e-bb9d-4fb2-99d8-6053e1ade94f	T
6dc35c87-ff97-4708-9e45-6f764ddc1ef3	T
f145c27d-b1c3-4136-85b1-c21674d2d1c3	T
cf7d6c01-309b-4545-8319-3d53b1e8bfd0	T
cca13f2c-0d2c-4c2f-93b9-4446c0cc1629	T
f1a4ce9a-97cd-4d35-bf5e-561f2f1c6d91	T
37e094f3-dcf2-469f-93a2-c4b9b5fa7275	T
e58dbe2f-cfc0-40c2-a04d-e45a7e876980	T
57b39cb1-45e9-4444-9eb3-9c489e94d63e	T
0c8b3534-7666-44bb-9dc0-913834eb04f0	T
3b8c5ed8-b6c2-4264-ac52-a9d772d69e9f	T
6a948a1c-7e23-4d99-b1c1-ec578d0d3159	T
7d28fe9c-190a-43ab-bdf8-a7235490bbf4	T
c671d43f-7fb9-4b5a-a964-630bfbf47dd2	T
5e6b1784-7ade-4542-a61f-8adf9bfb0b7b	T
228491dd-bd53-4cde-a91e-378092cf90cf	T
958b1d2f-2d11-4e94-a828-c8e2d2c013ca	T
11a24c97-653b-4e4c-a524-a4c06ffab25f	T
f14f3ec9-c54a-477d-82c8-f7ba6925534a	T
8a6ca920-216c-4731-a892-f5132570d9ad	T
8ae09016-b819-450e-b8f6-c1f249110502	T
19671673-994b-4100-89ed-dc4cc18e0adc	T
557146f2-4f90-43ad-a2eb-c4f9ace7a2df	T
82e3cee7-c06b-40ae-ab30-b3c911a2b713	T
d9870517-1d50-45f0-831c-a783922c22d3	T
6de6a7d6-95ce-40b8-a569-43b127a57bc5	T
d89c884f-0661-4ceb-a531-ceae2374b915	T
dc2d2c19-92b8-485d-802d-f7c8f1d2055f	T
99ce2b9e-816a-47a7-ad68-b2915763a576	T
c709bf36-4964-4771-90f0-c6ba4b351620	T
67f85ce5-4cfb-45ac-b05f-cac763d0b838	T
d85e9305-e0e5-4e95-b7b0-e87a0488db85	T
869b574f-23eb-4575-a771-6ffd480dcdab	T
eabe9306-fd68-4140-83fc-554da92e6268	T
d8c540f5-bb74-4748-9634-034ccd8ec52b	T
31cc8b55-0455-4faa-aa50-e135d1dcacf0	T
f0c74a2c-4bd8-49d0-837a-92bb835fd2f3	T
ef7e0d45-c59f-4f48-afa3-53d9f545de56	T
241f9bd4-613e-4050-9fe0-2ff44b526c84	T
5fe8fc90-ed14-46c3-8bac-9dbd2d4b92d7	T
84149905-2fc7-4cc6-a9c8-f4186e0a62a8	T
c01ddb0f-b7e4-4723-b630-7e0c2217230e	T
eda0e170-a39f-44fc-9c03-cce4f7417df7	T
594e1181-c38a-4f44-b78c-ceab50351cca	T
ab47c4a9-4b6a-4d59-b846-899d9420f7d3	T
baa86fb2-7346-4507-a34f-44e4c1bd0d57	T
2d680d46-d783-4ea7-94b1-2556cd653e36	T
cbd241aa-a115-4856-af66-fac5cb90f2cc	T
2aaf8ea9-0460-41d2-a651-3583479947c6	T
172149d2-2dc0-43fb-a7b1-57e3e4ec34a2	T
6b76dc19-eb87-4ca2-b738-3727286f1818	T
465e33dd-59ec-4e55-b2c0-1edde45d757e	T
a2e308bf-e9ec-4651-906e-956c963df0ca	T
990e845f-836b-4467-bc5f-46c8495259ec	T
b480871a-6c2f-4c35-ab94-6de203c4ff28	T
ce1faba4-d8d9-46ac-ba26-cffe03eadc99	T
120b7285-b1e6-4653-ab30-8d4231ccc9bc	T
2ae1fe04-6f12-4766-bdee-50e5b2dc1148	T
258c9ce5-1bda-4001-a192-347c9e7fb186	T
6f0597b0-54d4-4084-8d4b-339d5b806181	T
acd3e0ac-cfb0-41c1-827b-f831c4b5b57d	T
1270b3c8-ff55-4b63-a407-dcd7e08cd23f	T
2de58bfe-1bf1-4318-97a3-d97efc269a4f	T
37a1816f-d4fd-4d30-bf74-72ca5bf0eb90	T
94c74198-9eaf-4b43-a349-0b566dcd648a	T
80df9ab6-fb28-422c-8b86-e92cf9bfdbf7	T
84df82e3-99a3-4150-aea2-e2d2e159c749	T
2488cd13-4f80-479c-ae54-257de312054e	T
f530f789-58de-4b43-9f42-1292db1945cf	T
66f39e15-e74d-491c-b5d2-397cd6bad884	T
906e6978-e292-4a8b-9c39-adf6bb0f3323	T
2ce65268-cf51-4ecb-bb36-ce615564c255	T
4fa0d1fc-ad2f-4c0d-b716-278693f91afc	T
fcd8414a-9d49-492c-ab63-17b55aa05b95	T
9d2d0ec1-bc13-40df-a6ff-6df727cc42b5	T
3184ffaf-a7d3-4498-a8f9-3f1e0e45e1e9	T
52422715-c1db-40a0-ba16-b84a295d248a	T
928304f1-d313-47cd-b17b-0232bc27b727	T
82d23348-0fee-4e2d-9152-48136ef54b2d	T
c45c8530-fd7d-4f30-a9e4-c6d243a4b404	T
a899709f-9a73-4cac-84d8-a7dcc7b70280	T
05a46222-b9ff-4162-a0e1-08bfcc5c6584	T
0284b82d-cdd1-4d67-83bd-c8e42e988adb	T
febe3d7b-59a7-45c1-abbd-bd610e85823b	T
c3c56ab1-706c-4e7f-85f8-f6f860e203f2	T
6d2c56f6-9643-429c-b4e6-c752f6a2602a	T
3a47d44d-de57-4332-adb2-999e70e28960	T
3cc1bf3e-e503-4d2a-9b23-a54b9269ebbe	T
2912f89b-4104-4dd7-a5fc-bbe45884cdbc	T
1a83ba26-a32f-4474-9e86-4d3cfd6c7e0e	T
35752720-9dc9-40ce-aea5-63915e8aeb0e	T
4b75c0ac-f7c4-4883-942d-d1dfe6939754	T
116f7655-c1cc-475e-a567-2f5f2b358f73	T
bde5b63d-8664-4632-bc8b-d06653b09b22	T
ad005057-c4b5-4eb1-8b3f-8cdc7aaf994f	T
f03ae1bb-de27-45ea-bc58-4911e17d308f	T
1c12eb6c-84b6-4db2-a8a8-8c297685e2eb	T
4d4e7415-5800-4d8b-8d4d-6de938e8d38c	T
c4a764e4-8455-425b-b553-253f9f9dfbac	T
547f2b71-ba25-4254-aaf1-4823600e7784	T
dd946360-820d-4959-a752-77ed01cdc661	T
bba60198-3eb5-4101-954d-3e2c87df4b73	T
9566b8fc-3f1d-472b-b037-7ceb5e4e94f9	T
13558000-99a0-45de-8d3b-db87a578ace7	T
82091a91-03bb-4af0-8fc3-e141ad1a6efc	T
e6d9a4a4-dbf0-4a3e-87c2-91b6af1f9771	T
68fa8801-0b3e-400e-afa6-5ad08e0f1e4c	T
91a7ba5f-1090-45f6-9e71-48b0bce5ab63	T
4273f8ff-73c6-4791-89dc-b64f47b7416a	T
6867ae37-74b8-43e7-805d-5dac0a6d447e	T
f3278405-0943-41a0-9f04-3a7733ec344d	T
1864778a-0d5a-4b59-9396-33fdf6539b65	T
313f597d-32cd-4389-9f27-5966e3444d53	T
58aa0748-bdac-458f-99f6-cf39f2e15bc5	T
04a041d6-bfa9-4efd-97f4-3a016e973f37	T
744505cc-d9a7-4b00-a3cb-77826a46614b	T
2b91dc29-e06a-4e2e-a85b-e7781b4f5d0d	T
b660c51c-17cc-44e7-973a-bec13da75166	T
ba84601e-4470-4de5-ae07-02431ac322ab	T
e0eb19aa-f73c-4e45-917e-d2d3c157ed92	T
be8970d8-8e56-4ba7-b09c-70e78457f465	T
e351951e-32da-46d6-b61c-e9816d39e0d4	T
216952bd-4392-4f48-bd5f-322486e2b35c	T
f49dd893-1e91-4ce6-9aa7-e1047ffee557	T
9a0b66df-7535-4f28-9f4e-5bc11b8b096c	T
7f5e4129-0717-428e-876a-464fbd5d9a47	T
b3d40286-603b-47ee-bcaa-e829c383675d	T
824c7e2e-d2fb-466f-bf1b-ee975f1f6956	T
4ac5f415-6f44-43d0-a19b-2d91e5dcbe2b	T
83e20573-f7dd-4852-9159-21566e1e691e	T
9cf65d8e-f5ee-4e52-a88a-ab16c4bb78de	T
912ac7b3-f473-435b-97d1-20b6ed0a6208	T
e3803a54-b4fd-46d7-ab67-ad8f6871fae5	T
683957d7-7bb8-44da-bdc1-8d61a41d2b7b	T
2f3751bd-f348-4dd0-bec3-61053f43d211	T
44c73c0b-662e-41e7-8eee-4754a8592a27	T
1f968e89-ca96-4065-91a5-4858e736b5aa	T
04234973-a68a-4c56-a786-c6c7da0efe21	T
138cc86a-61be-4e89-86a7-737086398cbf	T
cb429b64-d789-47bb-a7d8-379657c5e407	T
56b1a75f-6bf7-47ff-bcdb-a4d402172b1d	T
2fd17f41-80ef-4c15-ac48-63ca89f4bb16	T
f351577b-9f46-4130-accf-41d55c3ed508	T
c4e54359-1ee7-4fe4-a768-e17da314784e	T
19016860-06e5-4bd9-ae82-4eed1b39007e	T
a7e947a1-15d4-43ab-a244-b4e7511e5423	T
4797da32-5693-4281-a8f1-bf99bae66ddb	T
b8866a8d-adc7-4a3a-887b-e59f830bb988	T
e04b3c0a-79a8-4df6-91f9-8ca5fb52d41c	T
09efcc43-c674-4a70-b326-cd83f7463d1d	T
045d64f1-29e5-4b8e-a0e7-8d7bd6b4d1db	T
6d66d064-0f02-4441-95fc-a83840c7f8ff	T
6b3877d5-4869-43aa-af12-92c703fd5b6d	T
8e2961c9-5996-474b-9bfc-90370e04448b	T
b66c629e-b878-4b26-960d-7c0103b025c7	T
a3ad1858-32f3-4cbe-9b9d-df772e2d18b1	T
d18e2338-0455-48b3-a85a-bd5e8de66b75	T
efb3f1a0-43d5-4ae6-a58f-4fd61043756a	T
8a0e70b1-dd09-4c74-85f1-68554108ba7b	T
6c7ea09f-a712-4dc5-95c6-59c4687e810d	T
7f9eb622-c036-44c6-8be9-5793eaa1fa1e	T
fc8c35b2-cf16-48c0-98cb-472c02452d4c	T
5d784d06-fa1d-4f00-8cdc-663d04d26061	T
90eae6b8-57d2-4d24-8eb3-1dbde00f1669	T
9ebeccc1-895b-4751-9c56-90f646b8b303	T
c19a8f6e-c368-494d-942e-10108d8867a7	T
3fab912e-e927-4f1c-a97c-eb446cd609e0	T
271c444f-f8d8-4986-b748-e7367755c0c1	T
d1a8a72f-658d-4996-8ae5-43ce336d9eb4	T
b6a04f9b-d449-43a2-9707-36260bdb25de	T
07f6c820-16ba-49a8-81af-72f7028b6d04	T
1897eef5-1e10-4842-97f7-cad98925b59d	T
d4368fa0-ffbe-4cb8-8e32-7bb902e3656d	T
b5ae9525-5de3-438c-b4c0-3d3257f4bea2	T
dce533af-6a50-4d6b-900b-7c60fb709559	T
f8f4c490-8ab3-4e27-b871-944fb807bc1b	T
dad6253c-be06-4626-9b95-d48823137ced	T
3d6c8883-c29b-48f6-9fbf-9a5ad6ecbee4	T
2b2bf993-fc91-4d29-ae0b-9940b97e3232	T
417f4d21-959b-4773-90a2-c38d1822d873	T
e2bc2f00-62f3-4fd4-b9f3-89c030bca07a	T
7aa24e43-257b-44b6-ab4d-695372f2e3f3	T
f519367d-6b9d-411c-b319-99424741e7de	T
95ed1fa5-2923-4459-836b-11ad8cc4bf42	T
4896f82a-ff72-4d14-bf2a-780b86ab03f7	T
9cee82bd-8963-4118-a38d-109e2a613ce2	T
b6da6358-dd77-41fe-848e-1383f14a9ffb	T
30d18e81-2b7a-40ed-828a-72a1c7f585c4	T
6aebb29a-4dcd-41cb-be99-e08865e422d8	T
cce01da5-fba8-4fd9-ad28-ec7a82e14f31	T
8124cd73-ac84-43d2-ab39-1d80dc346525	T
95f5b4eb-e696-48a9-8f00-7d1b0b4ed516	T
e0b8cb67-6667-423d-ab71-08021b6485f3	T
c04a8bc5-eccd-432c-b9b5-e86552e2a7f5	T
08360455-914e-4d02-809a-13e3cd8a8d21	T
23db4323-6471-4e16-b8d5-aeb8c59cbfac	T
73846baa-cba6-48e0-94e0-9308dae5c6bb	T
4645a9cc-e357-4630-8bd2-696bf6475850	T
491648cb-7e3a-42f4-8b86-fca1bcc82173	T
bfc6fe18-77c7-4ede-a555-9207d60d1d86	T
a8c8144a-3693-4d92-8bc4-49e00dd8defc	T
3f9cd7e5-6d7b-40a8-8062-a18d2f2ca599	T
ad07ac5e-718d-40cc-8093-b61169b745ef	T
5d4911e4-8c8e-41cb-97ff-d80b2f11a4cc	T
f170f056-3f8a-4ef3-ac9f-4503cc854ce0	T
2c12acd9-1600-487d-a809-2c2743381112	T
60807e2a-422e-48a4-b79d-eeb35820a8bb	T
b2d0f29e-4614-4001-93c8-f651878a86d2	T
f6637736-f04e-4361-87a0-541e08a8a8d3	T
be212283-072e-4e50-b938-689e3c82f5c6	T
1a20c977-7365-49d2-8100-5978d4e52234	T
cbde2a70-7a85-4370-b240-09e0738f76f9	T
821765c9-59dc-4310-9970-d82c2eb9eff7	T
616efc67-5aba-49f7-914d-8c2c8e217858	T
f76041b1-53f6-448d-a2e1-4302bf80c93c	T
5b580625-29f0-4911-be29-cf5b6496e538	T
0a7c5a4e-db9b-4349-a793-ef4b3ef9e025	T
7bb5d1e3-ee8d-4a96-97cd-bb8f56dc6375	T
8bb6b7ef-553f-40a8-872b-c6a54ecf2f68	T
80455677-4c00-4c3d-8290-446e459a9e9c	T
039ece6c-1e6d-4441-8392-43ab8bb29c47	T
7efaf3c5-bd1a-42b9-852e-fd39fbc6c5b8	T
86ade71a-3894-4f17-bcde-f5894bc5e0f7	T
e13faa2d-3cd9-4716-aeb1-1a489d9b69b4	T
710f72d0-2b22-452d-89ac-462164a9a369	T
cbd94c94-02ae-4c40-b5b5-ec7221f0482b	T
fe6d1c27-5284-402f-a57a-55727ee3f981	T
96c4aa76-f762-11e1-a439-00145eb45e9a	T
cb0ad417-bdca-4d5e-a624-811b50f02860	T
81c5a091-6e94-40db-a2a4-48f4de42d410	T
c0e410ad-0d01-49f3-a837-71982c0e0c32	T
688e9ab9-d010-4691-96e0-80ca29323a57	T
8539cd0e-f762-11e1-a439-00145eb45e9a	T
9df997ea-5549-45a9-b42f-ff8a308ccbf6	T
e8ce41f4-a58a-4ce9-90b7-93694071afcd	T
8b0588e2-6852-4553-951d-90c01eaaf90b	T
b22bebf8-8b6b-4a45-949a-e0cc70d4ccd7	T
5accf920-492e-4641-9ba2-11481c116419	T
68724de6-4ce3-405e-b76f-f5814712cfb9	T
